,,0
comp8_inv,comp5_inv,0.4047008001447825
comp5_inv,comp8_inv,0.4047008001447825
comp5_rate,comp4_rate,0.39516582551464063
comp4_rate,comp5_rate,0.39516582551464063
comp6_rate_percent_diff,comp7_rate_percent_diff,0.3928648069894123
comp7_rate_percent_diff,comp6_rate_percent_diff,0.3928648069894123
comp7_inv,comp6_inv,0.39164744244346317
comp6_inv,comp7_inv,0.39164744244346317
comp2_inv,comp8_inv,0.3741660968896274
comp8_inv,comp2_inv,0.3741660968896274
orig_destination_distance,site_id,0.33836829035416605
site_id,orig_destination_distance,0.33836829035416605
comp5_rate,comp6_rate,0.3347042235713915
comp6_rate,comp5_rate,0.3347042235713915
comp1_inv,comp8_inv,0.33401623429026733
comp8_inv,comp1_inv,0.33401623429026733
comp5_rate,comp7_rate,0.3298305205321511
comp7_rate,comp5_rate,0.3298305205321511
srch_booking_window,orig_destination_distance,0.3214852389021136
orig_destination_distance,srch_booking_window,0.3214852389021136
comp2_rate,comp4_rate,0.3137077067976496
comp4_rate,comp2_rate,0.3137077067976496
prop_country_id,prop_brand_bool,0.3104934676917225
prop_brand_bool,prop_country_id,0.3104934676917225
site_id,visitor_hist_starrating,0.30907780453086925
visitor_hist_starrating,site_id,0.30907780453086925
prop_review_score,prop_starrating,0.30645396528927676
prop_starrating,prop_review_score,0.30645396528927676
comp7_rate,comp2_rate,0.3038830826527882
comp2_rate,comp7_rate,0.3038830826527882
comp3_inv,comp8_inv,0.29926310544206214
comp8_inv,comp3_inv,0.29926310544206214
visitor_hist_starrating,prop_starrating,0.29590348227157587
prop_starrating,visitor_hist_starrating,0.29590348227157587
prop_starrating,prop_location_score1,0.2873220330339566
prop_location_score1,prop_starrating,0.2873220330339566
comp2_rate,comp6_rate,0.28575501485599913
comp6_rate,comp2_rate,0.28575501485599913
comp1_inv,comp6_inv,0.28384703561492675
comp6_inv,comp1_inv,0.28384703561492675
comp2_rate,comp5_rate,0.2770684428389961
comp5_rate,comp2_rate,0.2770684428389961
orig_destination_distance,visitor_hist_starrating,0.27396239651723314
visitor_hist_starrating,orig_destination_distance,0.27396239651723314
comp3_rate,comp5_rate,0.27268489993281714
comp5_rate,comp3_rate,0.27268489993281714
comp6_rate,comp4_rate,0.27217683841679474
comp4_rate,comp6_rate,0.27217683841679474
comp5_inv,comp6_inv,0.26777666334689876
comp6_inv,comp5_inv,0.26777666334689876
srch_booking_window,srch_length_of_stay,0.26261568910729666
srch_length_of_stay,srch_booking_window,0.26261568910729666
comp1_inv,comp2_inv,0.2606916467766243
comp2_inv,comp1_inv,0.2606916467766243
comp2_rate,comp1_rate,0.25801260037892826
comp1_rate,comp2_rate,0.25801260037892826
comp1_inv,comp7_inv,0.2548033526380745
comp7_inv,comp1_inv,0.2548033526380745
prop_location_score1,visitor_hist_starrating,0.2508952398504482
visitor_hist_starrating,prop_location_score1,0.2508952398504482
comp4_rate,comp1_rate,0.2499211534092316
comp1_rate,comp4_rate,0.2499211534092316
comp1_inv,comp4_inv,0.24715250209837328
comp4_inv,comp1_inv,0.24715250209837328
comp3_rate,comp4_rate,0.2407045433911092
comp4_rate,comp3_rate,0.2407045433911092
comp5_inv,comp7_inv,0.23846435847539105
comp7_inv,comp5_inv,0.23846435847539105
comp7_rate,comp4_rate,0.23501645388824288
comp4_rate,comp7_rate,0.23501645388824288
comp2_inv,comp3_inv,0.23152032946205806
comp3_inv,comp2_inv,0.23152032946205806
srch_length_of_stay,orig_destination_distance,0.22780533573759143
orig_destination_distance,srch_length_of_stay,0.22780533573759143
comp8_inv,comp4_inv,0.21892214504952193
comp4_inv,comp8_inv,0.21892214504952193
prop_location_score1,orig_destination_distance,0.2176030681545564
orig_destination_distance,prop_location_score1,0.2176030681545564
comp3_rate,comp1_rate,0.2104334684396439
comp1_rate,comp3_rate,0.2104334684396439
comp4_inv,comp7_inv,0.20433746583103896
comp7_inv,comp4_inv,0.20433746583103896
prop_review_score,prop_brand_bool,0.20394945500385964
prop_brand_bool,prop_review_score,0.20394945500385964
comp7_rate,comp1_rate,0.1908381977596996
comp1_rate,comp7_rate,0.1908381977596996
comp1_rate,comp6_rate,0.1895853997010086
comp6_rate,comp1_rate,0.1895853997010086
visitor_hist_adr_usd,price_usd,0.18610605205355787
price_usd,visitor_hist_adr_usd,0.18610605205355787
comp2_inv,comp5_inv,0.18468588773417066
comp5_inv,comp2_inv,0.18468588773417066
comp2_inv,comp6_inv,0.18394996304219388
comp6_inv,comp2_inv,0.18394996304219388
comp4_inv,comp5_inv,0.1827548952318722
comp5_inv,comp4_inv,0.1827548952318722
prop_starrating,orig_destination_distance,0.1825951253781965
orig_destination_distance,prop_starrating,0.1825951253781965
prop_brand_bool,visitor_location_country_id,0.18240504019190287
visitor_location_country_id,prop_brand_bool,0.18240504019190287
orig_destination_distance,gross_bookings_usd,0.1824026130737049
gross_bookings_usd,orig_destination_distance,0.1824026130737049
prop_location_score1,promotion_flag,0.1803264675947803
promotion_flag,prop_location_score1,0.1803264675947803
prop_location_score1,site_id,0.17839936048538296
site_id,prop_location_score1,0.17839936048538296
comp4_inv,comp2_inv,0.17837075635234842
comp2_inv,comp4_inv,0.17837075635234842
srch_length_of_stay,random_bool,0.17621268267102255
random_bool,srch_length_of_stay,0.17621268267102255
prop_starrating,gross_bookings_usd,0.17542429967234843
gross_bookings_usd,prop_starrating,0.17542429967234843
site_id,prop_starrating,0.17484538236682154
prop_starrating,site_id,0.17484538236682154
visitor_hist_starrating,price_usd,0.174803580289653
price_usd,visitor_hist_starrating,0.174803580289653
prop_starrating,promotion_flag,0.17373219009945498
promotion_flag,prop_starrating,0.17373219009945498
srch_booking_window,site_id,0.16839460981104126
site_id,srch_booking_window,0.16839460981104126
prop_starrating,prop_log_historical_price,0.16772264448241683
prop_log_historical_price,prop_starrating,0.16772264448241683
orig_destination_distance,visitor_hist_adr_usd,0.15917639013366827
visitor_hist_adr_usd,orig_destination_distance,0.15917639013366827
srch_query_affinity_score,visitor_hist_starrating,0.1591578876922576
visitor_hist_starrating,srch_query_affinity_score,0.1591578876922576
visitor_hist_adr_usd,prop_starrating,0.15396602594109524
prop_starrating,visitor_hist_adr_usd,0.15396602594109524
visitor_hist_adr_usd,prop_location_score1,0.1524722176802105
prop_location_score1,visitor_hist_adr_usd,0.1524722176802105
srch_booking_window,random_bool,0.1481527570270743
random_bool,srch_booking_window,0.1481527570270743
comp4_inv,comp6_inv,0.14594197740802414
comp6_inv,comp4_inv,0.14594197740802414
comp1_inv,comp3_inv,0.1436533199659215
comp3_inv,comp1_inv,0.1436533199659215
gross_bookings_usd,prop_location_score1,0.142668739921076
prop_location_score1,gross_bookings_usd,0.142668739921076
gross_bookings_usd,srch_room_count,0.13944284066271587
srch_room_count,gross_bookings_usd,0.13944284066271587
srch_query_affinity_score,random_bool,0.1362311627783799
random_bool,srch_query_affinity_score,0.1362311627783799
srch_children_count,srch_room_count,0.13538715138148213
srch_room_count,srch_children_count,0.13538715138148213
prop_country_id,comp4_inv,0.1329291560775148
comp4_inv,prop_country_id,0.1329291560775148
gross_bookings_usd,srch_booking_window,0.130836967425334
srch_booking_window,gross_bookings_usd,0.130836967425334
orig_destination_distance,comp1_rate,0.13007194291069765
comp1_rate,orig_destination_distance,0.13007194291069765
comp6_rate,comp3_rate,0.12872059237615555
comp3_rate,comp6_rate,0.12872059237615555
comp2_inv,comp7_inv,0.12632822897609378
comp7_inv,comp2_inv,0.12632822897609378
comp3_inv,comp5_inv,0.12364660192333143
comp5_inv,comp3_inv,0.12364660192333143
comp8_rate,comp7_rate,0.12259392581037797
comp7_rate,comp8_rate,0.12259392581037797
comp3_rate,promotion_flag,0.12181147873878018
promotion_flag,comp3_rate,0.12181147873878018
comp6_rate_percent_diff,comp4_rate_percent_diff,0.12013959860215727
comp4_rate_percent_diff,comp6_rate_percent_diff,0.12013959860215727
prop_location_score1,srch_booking_window,0.11970655130764539
srch_booking_window,prop_location_score1,0.11970655130764539
prop_review_score,prop_log_historical_price,0.1189934198606633
prop_log_historical_price,prop_review_score,0.1189934198606633
srch_length_of_stay,prop_location_score1,0.11752149429285162
prop_location_score1,srch_length_of_stay,0.11752149429285162
srch_length_of_stay,promotion_flag,0.11596699601060474
promotion_flag,srch_length_of_stay,0.11596699601060474
comp2_rate,promotion_flag,0.11564026811489662
promotion_flag,comp2_rate,0.11564026811489662
prop_log_historical_price,prop_location_score1,0.11320908361195647
prop_location_score1,prop_log_historical_price,0.11320908361195647
visitor_hist_adr_usd,srch_booking_window,0.11142703156258518
srch_booking_window,visitor_hist_adr_usd,0.11142703156258518
prop_location_score1,prop_review_score,0.11111519780827098
prop_review_score,prop_location_score1,0.11111519780827098
srch_booking_window,srch_adults_count,0.11000712257428572
srch_adults_count,srch_booking_window,0.11000712257428572
visitor_hist_adr_usd,gross_bookings_usd,0.10847552289876661
gross_bookings_usd,visitor_hist_adr_usd,0.10847552289876661
srch_length_of_stay,site_id,0.10638581492103952
site_id,srch_length_of_stay,0.10638581492103952
comp7_rate,comp3_rate,0.10611575967651563
comp3_rate,comp7_rate,0.10611575967651563
gross_bookings_usd,visitor_hist_starrating,0.10426041648848379
visitor_hist_starrating,gross_bookings_usd,0.10426041648848379
promotion_flag,comp1_rate,0.10359245627420906
comp1_rate,promotion_flag,0.10359245627420906
prop_location_score1,comp1_rate,0.10349879176597676
comp1_rate,prop_location_score1,0.10349879176597676
comp8_rate,comp6_rate,0.10172539022876272
comp6_rate,comp8_rate,0.10172539022876272
srch_adults_count,gross_bookings_usd,0.09955857756671245
gross_bookings_usd,srch_adults_count,0.09955857756671245
site_id,visitor_hist_adr_usd,0.09910424356549154
visitor_hist_adr_usd,site_id,0.09910424356549154
comp4_inv,prop_location_score1,0.0988541329018832
prop_location_score1,comp4_inv,0.0988541329018832
srch_query_affinity_score,visitor_hist_adr_usd,0.09763974900504273
visitor_hist_adr_usd,srch_query_affinity_score,0.09763974900504273
srch_children_count,srch_adults_count,0.09664004802693979
srch_adults_count,srch_children_count,0.09664004802693979
comp8_rate,promotion_flag,0.09629926529414828
promotion_flag,comp8_rate,0.09629926529414828
comp7_inv,comp8_inv,0.09342900448048345
comp8_inv,comp7_inv,0.09342900448048345
prop_review_score,prop_country_id,0.09268588503655655
prop_country_id,prop_review_score,0.09268588503655655
visitor_hist_starrating,srch_booking_window,0.09221112753889922
srch_booking_window,visitor_hist_starrating,0.09221112753889922
srch_length_of_stay,prop_starrating,0.09121669497176026
prop_starrating,srch_length_of_stay,0.09121669497176026
promotion_flag,comp5_rate,0.0907453655251971
comp5_rate,promotion_flag,0.0907453655251971
orig_destination_distance,promotion_flag,0.08854090895734953
promotion_flag,orig_destination_distance,0.08854090895734953
prop_log_historical_price,comp1_rate_percent_diff,0.08841396240609739
comp1_rate_percent_diff,prop_log_historical_price,0.08841396240609739
prop_starrating,prop_location_score2,0.0863251811673271
prop_location_score2,prop_starrating,0.0863251811673271
comp7_inv,comp3_inv,0.08585528122970736
comp3_inv,comp7_inv,0.08585528122970736
visitor_hist_adr_usd,srch_length_of_stay,0.08523591248861191
srch_length_of_stay,visitor_hist_adr_usd,0.08523591248861191
comp6_inv,comp8_inv,0.08490961682187495
comp8_inv,comp6_inv,0.08490961682187495
site_id,promotion_flag,0.08363386813685474
promotion_flag,site_id,0.08363386813685474
promotion_flag,visitor_hist_starrating,0.08341577504464141
visitor_hist_starrating,promotion_flag,0.08341577504464141
comp7_inv,comp3_rate_percent_diff,0.07997247591582284
comp3_rate_percent_diff,comp7_inv,0.07997247591582284
srch_booking_window,prop_log_historical_price,0.0798765419289346
prop_log_historical_price,srch_booking_window,0.0798765419289346
comp4_rate_percent_diff,comp1_inv,0.0794600904272432
comp1_inv,comp4_rate_percent_diff,0.0794600904272432
comp7_rate_percent_diff,comp4_rate_percent_diff,0.07786943829078233
comp4_rate_percent_diff,comp7_rate_percent_diff,0.07786943829078233
comp3_inv,comp4_inv,0.07764524490246703
comp4_inv,comp3_inv,0.07764524490246703
visitor_hist_starrating,srch_length_of_stay,0.07729296116703559
srch_length_of_stay,visitor_hist_starrating,0.07729296116703559
prop_country_id,srch_saturday_night_bool,0.07674961313168684
srch_saturday_night_bool,prop_country_id,0.07674961313168684
gross_bookings_usd,prop_review_score,0.07635820508238343
prop_review_score,gross_bookings_usd,0.07635820508238343
promotion_flag,comp4_rate,0.07630449562457797
comp4_rate,promotion_flag,0.07630449562457797
month,comp4_inv,0.0758716257141701
comp4_inv,month,0.0758716257141701
prop_location_score2,srch_query_affinity_score,0.07504568871158009
srch_query_affinity_score,prop_location_score2,0.07504568871158009
comp7_rate_percent_diff,comp2_inv,0.07470959851802554
comp2_inv,comp7_rate_percent_diff,0.07470959851802554
prop_starrating,srch_booking_window,0.07401649472501493
srch_booking_window,prop_starrating,0.07401649472501493
prop_location_score2,click_bool,0.07380689212778888
click_bool,prop_location_score2,0.07380689212778888
comp2_rate,comp7_rate_percent_diff,0.07263095296385876
comp7_rate_percent_diff,comp2_rate,0.07263095296385876
comp6_rate_percent_diff,comp6_rate,0.0717800180934378
comp6_rate,comp6_rate_percent_diff,0.0717800180934378
comp2_rate_percent_diff,comp8_rate,0.07143231441792962
comp8_rate,comp2_rate_percent_diff,0.07143231441792962
comp7_rate_percent_diff,comp7_rate,0.07118673952762233
comp7_rate,comp7_rate_percent_diff,0.07118673952762233
prop_brand_bool,srch_saturday_night_bool,0.07032099063350465
srch_saturday_night_bool,prop_brand_bool,0.07032099063350465
comp8_rate,comp6_rate_percent_diff,0.06929037219686986
comp6_rate_percent_diff,comp8_rate,0.06929037219686986
srch_saturday_night_bool,visitor_location_country_id,0.06893857579422007
visitor_location_country_id,srch_saturday_night_bool,0.06893857579422007
comp6_rate_percent_diff,comp3_inv,0.0684706097491875
comp3_inv,comp6_rate_percent_diff,0.0684706097491875
comp8_rate,prop_review_score,0.06814808465667964
prop_review_score,comp8_rate,0.06814808465667964
comp6_inv,comp4_rate_percent_diff,0.06758623007456968
comp4_rate_percent_diff,comp6_inv,0.06758623007456968
prop_location_score2,booking_bool,0.06640538629091364
booking_bool,prop_location_score2,0.06640538629091364
prop_log_historical_price,gross_bookings_usd,0.06628013609353278
gross_bookings_usd,prop_log_historical_price,0.06628013609353278
comp1_inv,comp3_rate_percent_diff,0.0654500913419909
comp3_rate_percent_diff,comp1_inv,0.0654500913419909
comp1_rate_percent_diff,comp2_rate_percent_diff,0.06520120866372764
comp2_rate_percent_diff,comp1_rate_percent_diff,0.06520120866372764
srch_children_count,visitor_hist_adr_usd,0.06461285610794815
visitor_hist_adr_usd,srch_children_count,0.06461285610794815
prop_review_score,visitor_location_country_id,0.06427949996299034
visitor_location_country_id,prop_review_score,0.06427949996299034
srch_adults_count,srch_saturday_night_bool,0.06391758743933397
srch_saturday_night_bool,srch_adults_count,0.06391758743933397
site_id,srch_query_affinity_score,0.0635229690744407
srch_query_affinity_score,site_id,0.0635229690744407
prop_log_historical_price,comp1_rate,0.06278888264139723
comp1_rate,prop_log_historical_price,0.06278888264139723
comp4_rate,prop_review_score,0.0621717094099609
prop_review_score,comp4_rate,0.0621717094099609
prop_location_score2,comp4_inv,0.06045704080166599
comp4_inv,prop_location_score2,0.06045704080166599
prop_log_historical_price,visitor_hist_starrating,0.06034268872117534
visitor_hist_starrating,prop_log_historical_price,0.06034268872117534
comp7_rate_percent_diff,comp3_rate,0.06027215417813875
comp3_rate,comp7_rate_percent_diff,0.06027215417813875
comp8_rate,comp1_rate_percent_diff,0.05934019199273579
comp1_rate_percent_diff,comp8_rate,0.05934019199273579
comp6_rate,promotion_flag,0.059179265287124624
promotion_flag,comp6_rate,0.059179265287124624
promotion_flag,prop_review_score,0.057970082827704196
prop_review_score,promotion_flag,0.057970082827704196
comp1_inv,year,0.05744780265471272
year,comp1_inv,0.05744780265471272
srch_children_count,prop_country_id,0.05738794076738798
prop_country_id,srch_children_count,0.05738794076738798
prop_location_score2,site_id,0.05668892354314995
site_id,prop_location_score2,0.05668892354314995
prop_brand_bool,comp5_rate,0.05646251337230962
comp5_rate,prop_brand_bool,0.05646251337230962
prop_review_score,comp1_rate,0.056385136395307116
comp1_rate,prop_review_score,0.056385136395307116
comp3_inv,site_id,0.05560093957597493
site_id,comp3_inv,0.05560093957597493
comp4_inv,visitor_hist_adr_usd,0.05522190163685296
visitor_hist_adr_usd,comp4_inv,0.05522190163685296
prop_review_score,prop_location_score2,0.05506287621826039
prop_location_score2,prop_review_score,0.05506287621826039
srch_booking_window,year,0.054324333669444426
year,srch_booking_window,0.054324333669444426
srch_query_affinity_score,prop_location_score1,0.05421669103570542
prop_location_score1,srch_query_affinity_score,0.05421669103570542
visitor_hist_starrating,prop_location_score2,0.05401888453984257
prop_location_score2,visitor_hist_starrating,0.05401888453984257
comp3_inv,comp6_inv,0.05398872937615507
comp6_inv,comp3_inv,0.05398872937615507
site_id,gross_bookings_usd,0.05301514633207574
gross_bookings_usd,site_id,0.05301514633207574
promotion_flag,comp7_rate,0.052937501608597955
comp7_rate,promotion_flag,0.052937501608597955
comp2_rate_percent_diff,comp8_rate_percent_diff,0.052840614858540996
comp8_rate_percent_diff,comp2_rate_percent_diff,0.052840614858540996
prop_log_historical_price,comp4_inv,0.05277418743965207
comp4_inv,prop_log_historical_price,0.05277418743965207
prop_location_score2,orig_destination_distance,0.05253051814521021
orig_destination_distance,prop_location_score2,0.05253051814521021
srch_children_count,srch_booking_window,0.052098764038023
srch_booking_window,srch_children_count,0.052098764038023
month,comp1_rate_percent_diff,0.05160606147226778
comp1_rate_percent_diff,month,0.05160606147226778
comp2_rate_percent_diff,comp6_rate_percent_diff,0.051278498761079594
comp6_rate_percent_diff,comp2_rate_percent_diff,0.051278498761079594
visitor_location_country_id,comp4_inv,0.05126946034938206
comp4_inv,visitor_location_country_id,0.05126946034938206
year,srch_children_count,0.05109206765101604
srch_children_count,year,0.05109206765101604
random_bool,srch_adults_count,0.05072068629591011
srch_adults_count,random_bool,0.05072068629591011
comp7_rate,comp2_rate_percent_diff,0.05035934696567515
comp2_rate_percent_diff,comp7_rate,0.05035934696567515
prop_log_historical_price,prop_location_score2,0.04925645480135623
prop_location_score2,prop_log_historical_price,0.04925645480135623
prop_log_historical_price,orig_destination_distance,0.04922690394407493
orig_destination_distance,prop_log_historical_price,0.04922690394407493
promotion_flag,gross_bookings_usd,0.04878516631374016
gross_bookings_usd,promotion_flag,0.04878516631374016
comp2_rate,site_id,0.048364857303519256
site_id,comp2_rate,0.048364857303519256
gross_bookings_usd,comp4_inv,0.0482785948581686
comp4_inv,gross_bookings_usd,0.0482785948581686
comp7_rate_percent_diff,comp2_rate_percent_diff,0.04769669102094278
comp2_rate_percent_diff,comp7_rate_percent_diff,0.04769669102094278
prop_review_score,visitor_hist_adr_usd,0.04639083688288645
visitor_hist_adr_usd,prop_review_score,0.04639083688288645
visitor_hist_adr_usd,promotion_flag,0.04591089290171361
promotion_flag,visitor_hist_adr_usd,0.04591089290171361
comp1_rate_percent_diff,site_id,0.04580578153378052
site_id,comp1_rate_percent_diff,0.04580578153378052
promotion_flag,prop_location_score2,0.04543961162515991
prop_location_score2,promotion_flag,0.04543961162515991
comp2_rate_percent_diff,comp3_rate,0.04535492383972913
comp3_rate,comp2_rate_percent_diff,0.04535492383972913
comp5_rate,prop_review_score,0.04524111631364349
prop_review_score,comp5_rate,0.04524111631364349
comp2_rate_percent_diff,comp6_inv,0.045132207042658704
comp6_inv,comp2_rate_percent_diff,0.045132207042658704
srch_children_count,gross_bookings_usd,0.04396373122633105
gross_bookings_usd,srch_children_count,0.04396373122633105
srch_saturday_night_bool,comp1_rate_percent_diff,0.04386720399474774
comp1_rate_percent_diff,srch_saturday_night_bool,0.04386720399474774
comp4_rate,comp1_rate_percent_diff,0.04313804928888369
comp1_rate_percent_diff,comp4_rate,0.04313804928888369
comp1_rate,year,0.04305626704241109
year,comp1_rate,0.04305626704241109
comp4_inv,comp7_rate_percent_diff,0.04255402208382356
comp7_rate_percent_diff,comp4_inv,0.04255402208382356
comp7_rate_percent_diff,comp8_inv,0.04229147317713478
comp8_inv,comp7_rate_percent_diff,0.04229147317713478
comp3_inv,visitor_hist_starrating,0.04216033713669325
visitor_hist_starrating,comp3_inv,0.04216033713669325
prop_starrating,srch_query_affinity_score,0.04178060230661737
srch_query_affinity_score,prop_starrating,0.04178060230661737
srch_query_affinity_score,click_bool,0.041764267184260295
click_bool,srch_query_affinity_score,0.041764267184260295
comp6_rate_percent_diff,comp5_rate,0.041019628423328035
comp5_rate,comp6_rate_percent_diff,0.041019628423328035
comp4_rate,srch_query_affinity_score,0.040335424910629254
srch_query_affinity_score,comp4_rate,0.040335424910629254
srch_booking_window,prop_location_score2,0.040221529286695534
prop_location_score2,srch_booking_window,0.040221529286695534
srch_destination_id,prop_location_score2,0.04011882622395038
prop_location_score2,srch_destination_id,0.04011882622395038
comp3_rate,comp6_rate_percent_diff,0.0399413165996797
comp6_rate_percent_diff,comp3_rate,0.0399413165996797
comp3_inv,comp7_rate_percent_diff,0.03992584384731555
comp7_rate_percent_diff,comp3_inv,0.03992584384731555
srch_room_count,srch_booking_window,0.039503870228735735
srch_booking_window,srch_room_count,0.039503870228735735
click_bool,promotion_flag,0.039439690434422296
promotion_flag,click_bool,0.039439690434422296
srch_adults_count,visitor_hist_adr_usd,0.039195230218115065
visitor_hist_adr_usd,srch_adults_count,0.039195230218115065
prop_log_historical_price,promotion_flag,0.03904963889354127
promotion_flag,prop_log_historical_price,0.03904963889354127
comp7_inv,prop_location_score1,0.038725430110869354
prop_location_score1,comp7_inv,0.038725430110869354
orig_destination_distance,comp2_rate_percent_diff,0.03871142601105109
comp2_rate_percent_diff,orig_destination_distance,0.03871142601105109
promotion_flag,srch_query_affinity_score,0.03848792781006409
srch_query_affinity_score,promotion_flag,0.03848792781006409
comp3_inv,orig_destination_distance,0.03846245904163253
orig_destination_distance,comp3_inv,0.03846245904163253
srch_length_of_stay,srch_children_count,0.03833625606618214
srch_children_count,srch_length_of_stay,0.03833625606618214
comp1_rate,prop_starrating,0.03747964600061053
prop_starrating,comp1_rate,0.03747964600061053
prop_starrating,srch_room_count,0.037150549614767825
srch_room_count,prop_starrating,0.037150549614767825
comp8_rate,prop_starrating,0.03704054181194174
prop_starrating,comp8_rate,0.03704054181194174
srch_children_count,visitor_hist_starrating,0.03696917371470392
visitor_hist_starrating,srch_children_count,0.03696917371470392
comp6_rate_percent_diff,comp7_inv,0.03668222618132379
comp7_inv,comp6_rate_percent_diff,0.03668222618132379
comp7_rate_percent_diff,comp4_rate,0.03664937153408712
comp4_rate,comp7_rate_percent_diff,0.03664937153408712
comp1_rate_percent_diff,comp3_rate,0.036252699803564825
comp3_rate,comp1_rate_percent_diff,0.036252699803564825
prop_brand_bool,srch_children_count,0.03610207733676886
srch_children_count,prop_brand_bool,0.03610207733676886
promotion_flag,booking_bool,0.03604692437210254
booking_bool,promotion_flag,0.03604692437210254
comp7_rate_percent_diff,comp8_rate,0.035998800981751206
comp8_rate,comp7_rate_percent_diff,0.035998800981751206
srch_query_affinity_score,prop_review_score,0.03563294932596959
prop_review_score,srch_query_affinity_score,0.03563294932596959
comp3_rate,visitor_hist_starrating,0.035423621840263896
visitor_hist_starrating,comp3_rate,0.035423621840263896
comp3_rate,site_id,0.03495251705420481
site_id,comp3_rate,0.03495251705420481
prop_location_score2,visitor_hist_adr_usd,0.034932554590851546
visitor_hist_adr_usd,prop_location_score2,0.034932554590851546
visitor_hist_adr_usd,prop_log_historical_price,0.034696576333581586
prop_log_historical_price,visitor_hist_adr_usd,0.034696576333581586
srch_destination_id,comp1_rate_percent_diff,0.03453709380376218
